senti_words,score
성가시고 귀찮다,-2.0
성가시다,-2.0
성가시어,-2.0
성가실,-2.0
성가실 정도로,-2.0
성격이 너그럽고,2.0
성격이 사납고,-2.0
성격이 온화하고,2.0
성공,2.0
성공적,2.0
성공적이다,2.0
성공하다,2.0
성공하여,2.0
성공한,2.0
성과가,1.0
성과가 있을,1.0
성교,1.0
성교 하다,1.0
성글,2.0
성글거리다,2.0
성글고,2.0
성글고 곱다,2.0
성글다,-1.0
성글대다,2.0
성글벙글,2.0
성글벙글거리다,2.0
성글벙글대다,2.0
성글벙글하다,2.0
성글성글,2.0
성글성글하다,2.0
성글하다,2.0
성급하게,-1.0
성급하다,-1.0
성급한,-1.0
성기다,-1.0
성나다,-2.0
성난,-2.0
성난 빛이,-2.0
성난 얼굴로,-2.0
성내다,-2.0
성내어,-2.0
성대하다,2.0
성대한,2.0
성립되는 죄,-2.0
성립하는 범죄,-2.0
성미가 급하고,-1.0
성미가 급하여,-1.0
성미가 매우 느리고,-2.0
성미가 매우 무르고,-2.0
성미를 부리고,-1.0
성숙되다,1.0
성숙하고,1.0
성숙하고 발전하다,1.0
성숙하다,1.0
성숙한,2.0
성실하지 못하고,-1.0
성실한 마음이,2.0
성을,0.0
성을 내거나,-2.0
성을 내는,-2.0
성을 내다,-2.0
성을 내며,-2.0
성을 내어,-2.0
성을 냄,-2.0
성을 왈칵,-2.0
성을 잘 내는,-2.0
성을내다,-2.0
성의 없이,-2.0
성의가,1.0
성의를 보이거나,1.0
성의있다,2.0
성이,0.0
성이 나거나,-2.0
성이 나다,-2.0
성이 나서,-2.0
성이 남,-2.0
성이나서,-2.0
성장되거나,1.0
성장되거나 성숙되다,1.0
성장되거나 성숙하다,1.0
성적인 매력에,1.0
성질나다,-2.0
성질내다,-2.0
성질부리다,-2.0
성질이 거세고,-2.0
성질이 거칠고,-2.0
성질이 깐깐하여,-2.0
성질이 깐작깐작하고,-2.0
성질이 보드라우면서,1.0
성질이 부드러우면서,1.0
성질이 부드럽고,1.0
성질이 악하고,-2.0
성질이 음흉한,-2.0
성취함을,2.0
성품이 상냥하고,2.0
성품이 좋은,2.0
성품이 착하다,2.0
성하고,0.0
성하고 쇠함을,0.0
성하다,1.0
성해지다,1.0
세계를 동경하고,1.0
세계적인,1.0
세력에 내리눌리다,-1.0
세력이 없는,-2.0
세련되고,2.0
세련되고 깔끔해지다,2.0
세련되고 아름다움,2.0
세련되다,2.0
세련되지 않고,-1.0
세련된,2.0
세련된 데서,2.0
세련됨이 없이,-1.0
세련미,1.0
세상을 업신여기고,-2.0
세상의 종말,-2.0
세상이 망하는,-2.0
세속의 때를,-2.0
세운 공로에,1.0
세월만 허비하는,-2.0
세일,1.0
세일하다,1.0
세지 못하다,-1.0
세차고,-1.0
세차고 사납게,-1.0
센 고집,-1.0
센셰이셔널,1.0
소갈병,-1.0
소견이 얕은,-1.0
소견이 좁은,-1.0
소견이 좁은 사람을,-1.0
소고집,-1.0
소극적이다,-1.0
소담스러운,2.0
소담스러운 데가,2.0
소동을,0.0
소동을 일으키는,-2.0
소동을 일으킴,-2.0
소득,1.0
소득이 있다,1.0
소란스러운,-2.0
소란스러운 소리가,-2.0
소란스러운 형세,-2.0
소란스러움,-2.0
소란스럽게,-2.0
소란스럽게 떠드는,-2.0
소란스럽게 이리저리,-2.0
소란스럽게 지르는,-2.0
소란스럽고,-1.0
소란스럽다,-2.0
소란이,-2.0
소란이 이는,-2.0
소란하게,-2.0
소란하게 떠벌리는,-2.0
소란하게 함,-2.0
소란하고,-2.0
소란해지거나,-2.0
소름,-2.0
소름끼치는,-2.0
소름이,-2.0
소름이 끼치는,-2.0
소름이 끼치다,-2.0
소름이 끼치도록,-2.0
소름이 끼칠,-2.0
소름이 돋는,-2.0
소리가 맑고,2.0
소리가 맑고 은은하게,2.0
소리가 요란하다,-1.0
소망,1.0
소문난 명성,2.0
소복하게,1.0
소스라치게,-2.0
소외,-2.0
소외감,-2.0
소외되다,-2.0
소용없다,-2.0
소용없이,-2.0
소용이 없음을,-2.0
소원하다,-1.0
소원한,-1.0
소원한 모양,-1.0
소음,-1.0
소중하게,2.0
소중하게 여겨,2.0
소중하다,2.0
소중한,2.0
소중히,2.0
소중히 대하다,2.0
소중히 여기거나,2.0
소중히 여기고,2.0
소중히 여기는,2.0
소중히 여기다,2.0
소중히 여김,2.0
소질과,1.0
소탈하여,1.0
소홀,-2.0
소홀하게,-2.0
소홀하다,-2.0
소홀히,-2.0
소홀히 여겨,-2.0
소홀히 하거나,-2.0
소화 불량,-1.0
소화가 되지 아니하면서,-1.0
소화되지 못하고,-1.0
소화되지 아니하고,-1.0
속되게,-2.0
속되게 이르는,-2.0
속박되다,-2.0
속병이,-1.0
속병이 나서,-1.0
속상,-2.0
속상하다,-2.0
속셈이 음흉한,-2.0
속아 넘어가게,-1.0
속에 거슬리게,-1.0
속에 답답하게,-1.0
속에 병이,-1.0
속여,-1.0
속여 넘기게,-1.0
속여 넘기는,-1.0
속여 넘기다,-1.0
속으로 불평스럽게,-2.0
속으로는 멀리하다,-1.0
속으로는 엉큼한,-1.0
속으로만 언짢고,-2.0
속을 썩이다,-2.0
속을 썩임,-2.0
속을 태우다,-2.0
속을 태우며,-2.0
속을 태움,-2.0
속을 후련하게,1.0
속이 거북하다,-2.0
속이 거북한,-2.0
속이 그득한,-1.0
속이 깊다,2.0
속이 깊지 못하고,-1.0
속이 깐깐하고,-1.0
속이 끓는,-2.0
속이 느글거리는,-2.0
속이 느글거리다,-2.0
속이 느끼하다,-2.0
속이 느끼해지는,-2.0
속이 느끼해지다,-2.0
속이 답답하고,-1.0
속이 답답하다,-2.0
속이 답답한,-2.0
속이 답답함,-2.0
속이 매스껍고,-2.0
속이 매슥매슥하여,-2.0
속이 메스꺼워,-2.0
속이 메스껍고,-2.0
속이 메슥메슥하여,-2.0
속이 부글거리는,-2.0
속이 부글거리다,-2.0
속이 불편하거나,-2.0
속이 빈,-1.0
속이 상하거나,-2.0
속이 상하고,-2.0
속이 상하여,-2.0
속이 상해서,-2.0
속이 시원하고,2.0
속이 쓰리고,-1.0
속이 아픈,-2.0
속이 언짢고,-2.0
속이 엉큼하고,-1.0
속이 울렁거리는,-2.0
속이 울렁거리다,-2.0
속이 좁다,-2.0
속이 찌르듯이,-2.0
속이 타,-1.0
속이 타는,-2.0
속이 타다,-1.0
속이거나,-2.0
속이고,-2.0
속이고 배반하다,-2.0
속이기,-2.0
속이기 위하여,-2.0
속이는,-2.0
속이는 모양,-2.0
속이다,-2.0
속이려는,-2.0
속이려는 모략,-2.0
속이려는 짓을,-2.0
속이며,-2.0
속인다는,-2.0
속인다는 뜻으로,-2.0
속임,-2.0
속임수,-2.0
속절없다,-1.0
속절없이,-1.0
속죄,1.0
속태,-2.0
손가락이 없거나,-1.0
손발이 굳어서,-1.0
손발이 잘린,-1.0
손발이 차며,-1.0
손보아 고치다,1.0
손부끄러이,-1.0
손부끄럽다,-1.0
손상되다,-2.0
손상되어,-1.0
손상된,-2.0
손상을,-1.0
손상을 끼치다,-2.0
손상을 입음,-2.0
손상을 입힘,-2.0
손상이나,-1.0
손상이나 치욕,-2.0
손실이 생길,-2.0
손으로 탐스럽게,1.0
손해,-2.0
손해 배상,-2.0
손해가,-2.0
손해가 되는,-2.0
손해나,-2.0
손해나 빚,-2.0
손해를,-2.0
손해를 끼치거나,-2.0
손해를 끼치다,-2.0
손해를 보거나,-2.0
손해를 보다,-2.0
손해를 보아서,-2.0
손해를 봄,-2.0
손해를 입다,-2.0
손해의,-2.0
솔직하다,2.0
솔직한,2.0
솜씨가 깨끗하고,2.0
솜씨가 뛰어난,2.0
솟아나는,1.0
솟아나는 모양,1.0
송구스럽거나,-2.0
송구스럽거나 부끄러워서,-1.0
송구스럽게,-2.0
송구스럽게 망설이며,-2.0
쇠멸하다,-2.0
쇠약감,-1.0
쇠약감 따위가,-1.0
쇠약하다,-1.0
쇠약한,-2.0
쇠약한 데다,-2.0
쇠약한 지경을,-1.0
쇠약해져서,-2.0
쇠약해지는,-2.0
쇠약해지는 일,-2.0
쇠약해지면서,-1.0
쇠약해진,-2.0
쇠약해진 사람을,-2.0
쇠약해진 지경을,-2.0
쇠잔하여,-2.0
쇠퇴하여,-2.0
쇠퇴하여 사멸하는,-2.0
쇠퇴한,-2.0
쇠퇴한 제도나,-2.0
쇠하여지다,-2.0
수고가,0.0
수고가 되는,0.0
수고하는,1.0
수군덕수군덕하다,-1.0
수긍하다,1.0
수꼴,-1.0
수더분하거나,0.0
수더분하게,0.0
수두,-1.0
수령에게 기쁨을,1.0
수막염,-1.0
수면 부족,-1.0
수면부족,-2.0
수분이 부족하거나,-1.0
수상쩍거나,-1.0
수선,-1.0
수선 부리기를,-1.0
수선스러워,-1.0
수선스럽게,-1.0
수선스럽게 뒤끓는,-1.0
수선스럽게 뒤끓다,-1.0
수선스럽게 들끓다,-1.0
수선스럽게 움직이다,-1.0
수선스럽고,-1.0
수선스럽다,-1.0
수선을,-1.0
수선을 부리다,-1.0
수수하다,1.0
수습하는,1.0
수습하는 모양,1.0
수습하다,1.0
수요가 늘어나다,1.0
수월하게,2.0
수월하게 거침없이,2.0
수월하다,2.0
수익,1.0
수익을,1.0
수익을 거두게,2.0
수익을 거두다,2.0
수익을 거둠,2.0
수준에 미치지 못한,-1.0
수준에 미치지 못함,-1.0
수준을 뛰어넘어,1.0
수준이 낮다,-2.0
수준이 낮은,-2.0
수준이 높고,1.0
수준이 매우 낮아지다,-2.0
수준이어서 만족할,2.0
수준이어서 만족할 만하다,2.0
수줍다,0.0
수줍음만,0.0
수줍음만 타는,0.0
수척하다,-2.0
수치스러운,-2.0
수치와,-2.0
수치와 모욕을,-2.0
수치플,-1.0
수행의 공덕을,1.0
수혜,1.0
수혜자,1.0
숙련된,1.0
순간적으로 치미는,-2.0
순결,2.0
순결무구하다,1.0
순결한 사랑,1.0
순박하게,1.0
순서상으로 앞선,1.0
순수하게,1.0
순수하게 되게,1.0
순수하게 되다,1.0
순수하게 됨,1.0
순수하고,1.0
순수하고 깨끗하며,2.0
순수하고 깨끗한,2.0
순수하고 바르게,2.0
순수하고 바르다,2.0
순수하고 올바르다,2.0
순수하다,1.0
순수한,1.0
순수한 애정이나,1.0
순수한 이익,2.0
순수한 황금,2.0
순수화,1.0
순수화하다,1.0
순순하다,1.0
순순히,1.0
순정파,1.0
순정하다,1.0
순조롭게,2.0
순조롭게 되어,2.0
순조롭게 진행되어,2.0
순조롭게 하지 못하고,-2.0
순조롭지 못하게,-2.0
순조롭지 않거나,-2.0
순종하는,1.0
순종하는 모양,0.0
순진하게,1.0
순진하고 어리석은,-2.0
순탄하게,1.0
순탄하고,1.0
순탄하고 원활하여,1.0
순탄하지 못하고,-2.0
순탄하지 않게,-2.0
순탄하지 않다,-2.0
순편하다,1.0
순편히,1.0
순하게,1.0
순하게 되다,1.0
순하고 어리석다,-2.0
순하다,1.0
순하지 않고,-2.0
순한,1.0
순한 모양,1.0
순환의 장애로,-2.0
술렁거리어,-1.0
술렁거리어 뒤숭숭하게,-1.0
술렁거리어 뒤숭숭하다,-1.0
술렁거리어 뒤숭숭한,-1.0
술렁거리어 뒤숭숭함,-1.0
숨 막히듯이,-2.0
숨 쉬기 어렵게,-1.0
숨결이 밭고,-1.0
숨김없이,1.0
숨김없이 말하다,1.0
숨김이 없이,1.0
숨소리가 고르지 아니하고,-2.0
숨소리를 거칠게,-2.0
숨쉬기가 힘들어지고,-1.0
숨어 살거나,-1.0
숨을 가쁘고,-2.0
숨이 가빠,-2.0
숨이 막히는,-2.0
숨이 막히다,-1.0
숨이 막힐,-2.0
숨이 막힘,-1.0
숨이 몹시 차는,-1.0
숨이 차거나,-1.0
숨이 차고,-2.0
숨이 차는,-2.0
숨이 차다,-1.0
숨이 차서,-2.0
숫기가 없어,-1.0
숭상하여,2.0
숭상하여 좋아하는,2.0
쉬거나,-2.0
쉬면서,1.0
쉬워지다,1.0
쉰,-2.0
쉰 듯하다,-2.0
쉰 듯하여,-2.0
쉴드,1.0
쉽거나,2.0
쉽거나 편하다,2.0
쉽게,1.0
쉽게 노한다,-2.0
쉽게 다루거나,1.0
쉽게 다스리거나,1.0
쉽게 바스러질,-1.0
쉽게 토라지는,-1.0
쉽게 풀이하다,1.0
쉽게 해결할 수 있는,2.0
쉽지 아니하다,-1.0
스러져 가다,-1.0
스산하고,-2.0
스스러움을 느끼어,-1.0
스스럼없이,1.0
스스럼이 없다,1.0
스스로 굳게,1.0
스스로 나서다,1.0
스스로 부끄러워함,-1.0
스스로 새로워지다,1.0
스스로 처리하다,1.0
스스로 포기하고,-1.0
스스로를 속인다는,-1.0
스스로에게 긍지를,1.0
스트레스,-2.0
스포,-1.0
슬그머니 훔쳐,-1.0
슬기,2.0
슬기나 지혜,2.0
슬기로운,2.0
슬기로움을,2.0
슬기롭고,2.0
슬기롭고 영리해서,2.0
슬기롭다,2.0
슬기롭지 못하고,-1.0
슬쩍 가지다,-1.0
슬쩍 넘겨 버리다,-1.0
슬쩍 넘기다,-1.0
슬쩍 웃다,1.0
슬퍼,-2.0
슬퍼서,-2.0
슬퍼서 울거나,-2.0
슬퍼져서,-2.0
슬퍼지다,-2.0
슬퍼하고,-2.0
슬퍼하고 가슴,-2.0
슬퍼하다,-2.0
슬퍼하면서,-2.0
슬퍼하면서 탄식하다,-2.0
슬퍼하면서 탄식함,-2.0
슬퍼함,-2.0
슬프게,-2.0
슬프게 끝나는,-2.0
슬프게 여기다,-2.0
슬프게 우는,-2.0
슬프게 한탄하다,-2.0
슬프게 한탄함,-2.0
슬프고,-2.0
슬프고 가슴,-2.0
슬프고 괴롭다,-2.0
슬프고 끔찍하게,-2.0
슬프고 끔찍하다,-2.0
슬프고 끔찍함,-2.0
슬프고 아까움,-2.0
슬프고 아깝다,-2.0
슬프기,-2.0
슬프기 그지없다,-2.0
슬프기 그지없음,-2.0
슬프다,-2.0
슬프도다,-2.0
슬픈,-2.0
슬픈 마음으로,-2.0
슬픈 마음이나,-2.0
슬플,-2.0
슬플 때,-2.0
슬픔,-2.0
슬픔으로,-2.0
슬픔을,-2.0
슬픔을 느끼다,-2.0
슬픔이,-2.0
슬픔이나,-2.0
슬픔이나 걱정,-2.0
슬픔이나 연민이나,-2.0
슬피,-2.0
슬피 울부짖음,-2.0
슬피 탄식함,-2.0
슴벅거리다,-1.0
습성 기침,-1.0
습진,-1.0
승낙하다,2.0
승리,2.0
승리하다,2.0
시각적 아름다움을,2.0
시간이 더,0.0
시그럽다,-1.0
시근시근하다,-1.0
시기가 아니다,-1.0
시기하고,-1.0
시기하고 미워함을,-2.0
시기하는,-2.0
시기하는 마음이,-1.0
시기하는 일을,-2.0
시기하다,-2.0
시기하여,-2.0
시기함,-2.0
시끄럽거나,-2.0
시끄럽게,-2.0
시끄럽게 떠드는,-2.0
시끄럽게 떠들고,-2.0
시끄럽게 떠들다,-2.0
시끄럽게 오락가락하고,-2.0
시끄럽고,-2.0
시끄럽고 부산하게,-2.0
시끄럽다,-2.0
시끌시끌한 모양,-2.0
시달리다,-2.0
시달림,-2.0
시달림으로,-2.0
시답지 아니하여,-1.0
시답지 않게,-2.0
시대에 뒤떨어져,-2.0
시든,-2.0
시든 풀처럼,-2.0
시들고,-2.0
시들고 말라서,-2.0
시들다,-2.0
시들대다,-2.0
시들면서,-2.0
시들시들,-2.0
시들시들 잘아,-2.0
시들어,-2.0
시들어서,-2.0
시들어서 우그러지고,-2.0
시들하게,-2.0
시들하다,-2.0
시들한,-2.0
시들한 데가,-2.0
시들한 모양,-2.0
시들해져서,-2.0
시들해져서 싫증이나,-2.0
시련이,-1.0
시련이 많다,-2.0
시름시름,-2.0
시름시름 앓는,-2.0
시름시름 앓다,-2.0
시름하는,-2.0
시름하는 마음이,-2.0
시름하여,-2.0
시망,-2.0
시무룩,-2.0
시무룩하다,-2.0
시묵룩이,-2.0
시발비용,-1.0
시비,-2.0
시비 걸기를,-2.0
시비가,-2.0
시비에,-2.0
시비하는,-2.0
시비하는 짓,-2.0
시새움,-2.0
시샘,-2.0
시샘이,-2.0
시샘이 나서,-2.0
시선이 혹하여,1.0
시시하거나,-1.0
시시하는 마음,-1.0
시시하다,-2.0
시시한,-2.0
시원스러운,2.0
시원스러운 모양,2.0
시원스러운 소리가,2.0
시원스럽게,2.0
시원스럽게 나는,2.0
시원스럽게 높다,2.0
시원스럽게 빨리,1.0
시원스럽게 열리는,2.0
시원스럽게 트이지 못하고,-1.0
시원스럽게 하는,2.0
시원스럽게 하다,2.0
시원스럽게 하지 못하고,-1.0
시원스럽게 하지 아니하고,-1.0
시원스럽게 행동하는,2.0
시원스럽게 훤하게,2.0
시원스럽게 훤하다,2.0
시원스럽고,2.0
시원스럽고 말쑥하다,1.0
시원스럽고 말쑥한,2.0
시원스럽고 빠른,2.0
시원스럽다,2.0
시원스럽도록,2.0
시원스럽지 못하고,-1.0
시원스럽지 아니하게,-1.0
시원스레,2.0
시원시원,2.0
시원시원하다,2.0
시원시원한 모양,2.0
시원시원히,2.0
시원찮다,-2.0
시원하게,2.0
시원하고,2.0
시원하고 말끔하게,2.0
시원하고 산뜻하게,2.0
시원하고 재미있다,2.0
시원하다,1.0
시원하여,1.0
시원하여 유쾌하다,2.0
시원하여 유쾌한,1.0
시원하여 유쾌함,2.0
시원하지 못하다,-1.0
시원하지 아니하고,-1.0
시원하지 않다,-1.0
시원한,1.0
시원한 느낌이,1.0
시일이 늦어지는,-1.0
시일이 늦어지다,-1.0
시장하거나,-1.0
시장하거나 과음하거나,-1.0
시장한 느낌이,-1.0
시체를,-2.0
시치미를,-1.0
시치미를 떼는,-1.0
시큰거리고,-1.0
시큰둥하다,-1.0
시큰둥한,-1.0
시큰둥한 모양,-1.0
시큰둥한 체하는,-1.0
식견,1.0
식견과 안목,1.0
식견이 높고,1.0
식량이 없어,-1.0
식상,-1.0
식상하다,-1.0
식욕 부진,-1.0
식욕 부진증,-1.0
식욕이 없어지며,-1.0
식욕이 없으며,-1.0
식중독,-1.0
신경 쇠약,-2.0
신경이 마비되거나,-2.0
신경증,-1.0
신경질,-1.0
신경질을 잘,-1.0
신경질쟁이,-1.0
신경질적,-1.0
신경질적으로,-1.0
신경질적인,-1.0
신기하다,1.0
신나다,2.0
신령스러운,1.0
신령스러운 기운이,1.0
신령하다,1.0
신령하여,1.0
신뢰,1.0
신뢰하다,1.0
신뢰할 수 없는,-1.0
신뢰할 수 있는,1.0
신뢰할 수 있음,1.0
신명,2.0
신명하다,2.0
신묘하게,1.0
신물,-1.0
신바람,2.0
신박하다,1.0
신분을 낮추어서,-1.0
신분이 낮은,-1.0
신선하다,1.0
신선하지 못하고,-1.0
신성한,1.0
신이 나서,2.0
신이나 멋,2.0
신중,1.0
신중하다,1.0
신중하지 못하고,-1.0
신중한,1.0
신중한 언행이나,1.0
신중히,1.0
신중히 생각하지 아니하고,-2.0
신체에 상처를,-2.0
신컨,1.0
신통하다,1.0
신통하지 않은,-1.0
싣기 불편할,-2.0
실답지 못하게,-2.0
실답지 못하다,-2.0
실답지 못한,-2.0
실랑이를,-1.0
실랑이를 하는,-1.0
실력을 기름,1.0
실망,-2.0
실망감,-2.0
실망낙담,-2.0
실망낙담하다,-2.0
실망스럽고,-2.0
실망스럽다,-2.0
실망하다,-2.0
실망한,-2.0
실망함,-2.0
실속,1.0
실속 없는,-2.0
실속 있게,2.0
실속 있고,2.0
실속 있도록,2.0
실속없이,-2.0
실속없이 허황하며,-2.0
실속은 없고,-2.0
실속은 없으면서,-2.0
실속이,1.0
실속이 없게,-2.0
실속이 없고,-2.0
실속이 없는,-2.0
실속이 없다,-2.0
실속이 있게,2.0
실속이 있다,2.0
실수,-1.0
실수가,-1.0
실수나,-1.0
실수나 부주의,-1.0
실수를,-1.0
실수를 저지름,-1.0
실심,-2.0
실심하다,-2.0
실없거나,-2.0
실없고,-2.0
실없는,-2.0
실없는 말로,-2.0
실없는 말이나,-2.0
실없는 사람을,-2.0
실없는 행동이나,-2.0
실없다,-2.0
실없이,-2.0
실없이 건드려,-2.0
실없이 경망스럽게,-2.0
실없이 경솔하게,-2.0
실없이 굴다,-2.0
실없이 까불며,-2.0
실없이 꺼불거리고,-2.0
실없이 놀리다,-2.0
실없이 말하는,-2.0
실없이 말하다,-2.0
실없이 방정맞게,-2.0
실없이 이야기하는,-2.0
실용적,1.0
실용적이다,2.0
실용적인,2.0
실제로 이루다,1.0
실제로 이루어지다,1.0
실제보다 낮추어,-1.0
실천적인,1.0
실패나,-2.0
실패로,-2.0
실패로 돌아가다,-2.0
실패로 돌아감,-2.0
실패하거나,-2.0
실패함을,-2.0
실하게,2.0
실하게 든든히,2.0
실하고,2.0
실하고 야무지다,2.0
실하다,2.0
실하지 못하여,-2.0
실하지 못한,-2.0
실행하지 아니함,-1.0
싫거나,-2.0
싫거나 언짢은,-2.0
싫게,-2.0
싫게 떠들썩하다,-2.0
싫게 여기다,-2.0
싫고,-2.0
싫다,-2.0
싫다고,-2.0
싫다는 표시로,-2.0
싫도록,-2.0
싫어나다,-2.0
싫어서,-2.0
싫어지거나,-2.0
싫어지다,-2.0
싫어하고,-2.0
싫어하고 미워하는,-2.0
싫어하고 미워할,-2.0
싫어하고 미워함,-2.0
싫어하는,-2.0
싫어하는 모양,-2.0
싫어하는 태도나,-2.0
싫어하다,-2.0
싫어하여,-2.0
싫어함을,-2.0
싫어해,-2.0
싫은,-2.0
싫은 것이,-2.0
싫은 듯이,-2.0
싫은 생각,-2.0
싫은 소리,-2.0
싫은 일을,-2.0
싫은 체하며,-2.0
싫은 환경에,-2.0
싫을,-2.0
싫을 정도로,-2.0
싫이,-2.0
싫증,-2.0
싫증 남으로,-2.0
싫증이,-2.0
싫증이 나거나,-2.0
싫증이 나다,-2.0
싫증이 나서,-2.0
싫증이 난,-2.0
싫증이나,-2.0
싫증이나 게으름이,-2.0
심각성,-2.0
심각하게,-2.0
심각하게 생각하고,-2.0
심각한,-2.0
심각한 상태를,-2.0
심리적인 충격,-2.0
심술,-2.0
심술궂게,-2.0
심술궂고,-2.0
심술궂다,-2.0
심술궂은,-2.0
심술궂은 행동을,-2.0
심술꾸러기,-2.0
심술부리다,-2.0
심술스럽다,-2.0
심술을,-2.0
심술을 부리는,-2.0
심술을 부리다,-2.0
심술이,-2.0
심술이 매우,-2.0
심술이나,-2.0
심술이나 안타깝게,-2.0
심술이나 화가,-2.0
심술쟁이,-2.0
심신 미약,-1.0
심신 박약,-1.0
심심하고,-1.0
심오하다,-2.0
심오한,1.0
심장 마비,-1.0
심장 질환,-2.0
심장마비,-2.0
심장병,-2.0
심장병 따위로,-2.0
심쿵,2.0
심하거나,-2.0
심하거나 지나치다,-2.0
심하게,-2.0
심하게 구박하거나,-2.0
심하게 기울어지는,-2.0
심하게 기울어지며,-2.0
심하게 꾸짖어,-2.0
심하게 놀러,-2.0
심하게 놀리다,-2.0
심하게 당한,-2.0
심하게 되다,-2.0
심하게 따지며,-2.0
심하게 떠는,-2.0
심하게 물크러질,-2.0
심하게 손해를,-2.0
심하게 썩거나,-2.0
심하게 앓는,-2.0
심하게 어지러워지는,-2.0
심하게 얽은,-2.0
심하게 욕하며,-2.0
심하게 울렁거리는,-2.0
심하게 울렁거리다,-2.0
심하게 을러대고,-2.0
심하게 일어나다,-2.0
심하게 짓눌러,-2.0
심하게 트림하는,-2.0
심하게 풍기는,-2.0
심하게 학대하다,-2.0
심하다,-2.0
심하면,-2.0
심하면 아프다,-2.0
심하면 피가,-2.0
심한,-2.0
심한 것을,-2.0
심한 고생이나,-2.0
심한 고통,-2.0
심한 고통이나,-2.0
심한 냄새가,-2.0
심한 복통을,-2.0
심한 상태에,-2.0
심한 아픔,-2.0
심한 압박감을,-2.0
심한 추위를,-2.0
심한 통증,-2.0
심한 통증을,-2.0
심한 혐오감을,-2.0
심해지는 병,-2.0
심히 모자라는,-2.0
심히 아파서,-2.0
싱거운,-1.0
싱거운 데가,-1.0
싱거운 사람을,-1.0
싱겁게,-1.0
싱겁다,-1.0
싱그럽다,2.0
싱글거리다,2.0
싱글대다,2.0
싱글벙글,2.0
싱글벙글하다,2.0
싱긋대다,1.0
싱싱하고,2.0
싱싱하고 맑은,2.0
싱싱하고 힘찬,2.0
싱싱하다,2.0
싱싱한,2.0
싱싱한 모양,2.0
싱싱히,2.0
싶지 아니한,-1.0
싶지 않았던,-1.0
ㅆ,1.0
ㅆㅂ,-1.0
싸근싸근히,2.0
싸글싸글히,2.0
싸늘한,-1.0
싸늘한 느낌,-1.0
싸늘한 느낌이,-1.0
싸우는 짓,-2.0
싸우다,-2.0
싸움,-1.0
싸움에서 패하고,-2.0
싹싹하고,2.0
싹싹하고 상냥하게,2.0
싹싹한,1.0
싹싹한 데가,1.0
쌀쌀맞고,-1.0
쌀쌀맞다,-1.0
쌀쌀한,-1.0
쌀쌀한 데가,-1.0
쌓엿던 먼지,-1.0
쌓인 원망과,-2.0
쌓인 원한이나,-2.0
쌓인 은혜,2.0
쌓인 음기,-2.0
써글써글히,2.0
썩 좋거나,2.0
썩 훌륭하거나,2.0
썩거나,-2.0
썩는,-2.0
썩는 병,-2.0
썩소,-1.0
썩어서,-2.0
썩이다,-2.0
썩임,-2.0
썰렁한,-1.0
썰렁한 모양,-1.0
썸,1.0
쏘아붙이는,-2.0
쏘아붙이는 소리,-2.0
쑤시고,-1.0
쑤시는,-1.0
쑤시는 것같이,-1.0
쑤시는 것처럼,-1.0
쑤시는 모양,-1.0
쑤시는 짓을,-1.0
쑤시다,-1.0
쑤시듯 아픈,-2.0
쑤시듯이,-1.0
쑤시듯이 아프다,-2.0
쑤시며,-1.0
쑥스럽거나 미안하여,-1.0
쑥스럽다,-1.0
쓰기 좋게,1.0
쓰라리다,-2.0
쓰라린,-2.0
쓰라린 경험을,-2.0
쓰라린 느낌이,-2.0
쓰라린 아픔을,-2.0
쓰라림,-2.0
쓰라림 따위가,-2.0
쓰러뜨리다,0.0
쓰러져,-2.0
쓰러지거나,-2.0
쓰러지다,-2.0
쓰러질,-2.0
쓰러질 듯이,-2.0
쓰러질 듯하게,-2.0
쓰러질 듯하고,-2.0
쓰러질 듯하다,-2.0
쓰러질 듯한,-2.0
쓰리고,-2.0
쓰리고 아리다,-2.0
쓰리고 아픈,-2.0
쓰리고 아픔,-2.0
쓰리다,-2.0
쓰리며 아픈,-2.0
쓰며,-2.0
쓰지 못하게,-1.0
쓰지 아니함,-2.0
쓴,-1.0
쓴 맛이,-1.0
쓸 만하게,1.0
쓸데없거나,-2.0
쓸데없는,-2.0
쓸데없는 것들을,-2.0
쓸데없는 말을,-2.0
쓸데없는 말이나,-2.0
쓸데없는 소리,-2.0
쓸데없는 소리를,-2.0
쓸데없다,-2.0
쓸데없음을,-2.0
쓸데없음을 이르는,-2.0
쓸데없이,-2.0
쓸데없이 나돌아,-1.0
쓸데없이 지루하게,-2.0
쓸데없이 집적거리며,-2.0
쓸데없이 짓궃게,-2.0
쓸모 있게,1.0
쓸모 있는,1.0
쓸모가 없는,-2.0
쓸모가 없다,-2.0
쓸모가 없음을,-2.0
쓸모가 없이,-2.0
쓸모없고,-1.0
쓸모없고 하찮은,-1.0
쓸모없다,-2.0
쓸모없이,-2.0
쓸쓸하게,-2.0
쓸쓸하고,-2.0
쓸쓸하고 막막하다,-2.0
쓸쓸하고 외로운,-2.0
쓸쓸하고 외로워,-2.0
쓸쓸하다,-2.0
쓸쓸한,-2.0
쓸쓸한 느낌을,-2.0
쓸쓸한 등불이라는,-2.0
쓸쓸한 밤을,-2.0
쓸쓸함,-2.0
쓸쓸히,-2.0
쓸쓸히 자는,-2.0
씀벅대다,-1.0
씁쓰레,-1.0
씁쓰레하게,-1.0
씁쓰레하다,-1.0
